set_id,sample_id,student_type,judge_type,raw_score,normalized_score,score_range,reasoning,ground_truth_score,essay_id
7,66,real_student,apathetic_pos,0,0.0,"(0, 2)",0,2.0,17646
7,67,real_student,apathetic_pos,2,1.0,"(0, 2)",2,0.0,18532
7,68,real_student,apathetic_pos,0,0.0,"(0, 2)",0,2.0,18056
7,69,real_student,apathetic_pos,0,0.0,"(0, 2)",0,1.0,18484
8,70,real_student,apathetic_pos,1,0.5,"(0, 2)",1,0.5,20975
8,71,real_student,apathetic_pos,2,1.0,"(0, 2)",2,2.0,20173
8,72,real_student,apathetic_pos,0,0.0,"(0, 2)",0,1.0,21527
8,73,real_student,apathetic_pos,0,0.0,"(0, 2)",0,2.0,20391
8,74,real_student,apathetic_pos,2,1.0,"(0, 2)",2,0.0,20745
8,75,real_student,apathetic_pos,0,0.0,"(0, 2)",0,1.0,21477
8,76,real_student,apathetic_pos,1,0.5,"(0, 2)",1,2.0,20645
8,77,real_student,apathetic_pos,0,0.0,"(0, 2)",0,2.0,21531
8,78,real_student,apathetic_pos,1,0.5,"(0, 2)",1,0.5,21055
8,79,real_student,apathetic_pos,1,0.5,"(0, 2)",1,0.0,21483
9,80,real_student,apathetic_pos,0,0.0,"(0, 2)",0,0.5,24230
9,81,real_student,apathetic_pos,1,0.5,"(0, 2)",1,2.0,23172
9,82,real_student,apathetic_pos,2,1.0,"(0, 2)",2,1.5,24471
9,83,real_student,apathetic_pos,1,0.5,"(0, 2)",1,2.0,23390
9,84,real_student,apathetic_pos,2,1.0,"(0, 2)",2,1.0,24223
9,85,real_student,apathetic_pos,1,0.5,"(0, 2)",1,0.0,23784
9,86,real_student,apathetic_pos,1,0.5,"(0, 2)",1,1.5,23644
9,87,real_student,apathetic_pos,1,0.5,"(0, 2)",1,2.0,24262
9,88,real_student,apathetic_pos,1,0.5,"(0, 2)",1,1.0,24053
9,89,real_student,apathetic_pos,1,0.5,"(0, 2)",1,2.0,24552
10,90,real_student,apathetic_pos,2,0.6666666666666666,"(0, 3)",2,1.0,26626
10,91,real_student,apathetic_pos,2,0.6666666666666666,"(0, 3)",2,1.0,27289
10,92,real_student,apathetic_pos,1,0.3333333333333333,"(0, 3)",1,0.5,26933
10,93,real_student,apathetic_pos,0,0.0,"(0, 3)",0,2.0,26556
10,94,real_student,apathetic_pos,0,0.0,"(0, 3)",0,1.0,27343
10,95,real_student,apathetic_pos,0,0.0,"(0, 3)",0,1.0,26982
10,96,real_student,apathetic_pos,1,0.3333333333333333,"(0, 3)",1,2.0,27534
10,97,real_student,apathetic_pos,0,0.0,"(0, 3)",0,1.0,27260
10,98,real_student,apathetic_pos,0,0.0,"(0, 3)",0,1.0,27188
10,99,real_student,apathetic_pos,2,0.6666666666666666,"(0, 3)",2,1.5,26220
1,0,real_student,apathetic_neg,3,1.0,"(0, 3)",3,2.0,439
1,1,real_student,apathetic_neg,3,1.0,"(0, 3)",3,1.0,571
1,2,real_student,apathetic_neg,3,1.0,"(0, 3)",3,2.0,568
1,3,real_student,apathetic_neg,1,0.3333333333333333,"(0, 3)",1,2.0,535
1,4,real_student,apathetic_neg,3,1.0,"(0, 3)",3,2.0,1618
1,5,real_student,apathetic_neg,3,1.0,"(0, 3)",3,2.5,136
1,6,real_student,apathetic_neg,3,1.0,"(0, 3)",3,1.0,1303
1,7,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,1.0,71
1,8,real_student,apathetic_neg,3,1.0,"(0, 3)",3,2.5,343
1,9,real_student,apathetic_neg,3,1.0,"(0, 3)",3,1.0,290
2,10,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.5,2998
2,11,real_student,apathetic_neg,2,1.0,"(0, 2)",2,2.0,3218
2,12,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,3935
2,13,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.0,4058
2,14,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,4001
2,15,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.0,2851
2,16,real_student,apathetic_neg,0,0.0,"(0, 2)",0,2.0,3759
2,17,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,3053
2,18,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.0,3315
2,19,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.0,3432
3,20,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.0,6730
3,21,real_student,apathetic_neg,2,1.0,"(0, 2)",2,0.0,5973
3,22,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.0,5053
3,23,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.0,6650
3,24,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.0,6183
3,25,real_student,apathetic_neg,2,1.0,"(0, 2)",2,2.0,5952
3,26,real_student,apathetic_neg,2,1.0,"(0, 2)",2,0.0,6260
3,27,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.5,6370
3,28,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.5,6294
3,29,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.5,5864
4,30,real_student,apathetic_neg,2,1.0,"(0, 2)",2,2.0,8552
4,31,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.0,9576
4,32,real_student,apathetic_neg,2,1.0,"(0, 2)",2,2.0,9020
4,33,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.0,9075
4,34,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.0,8775
4,35,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.0,8345
4,36,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.5,8508
4,37,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.5,9382
4,38,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.0,9210
4,39,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.0,8683
5,40,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.5,12201
5,41,real_student,apathetic_neg,1,0.3333333333333333,"(0, 3)",1,1.0,11187
5,42,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,12483
5,43,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,11405
5,44,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,12235
5,45,real_student,apathetic_neg,1,0.3333333333333333,"(0, 3)",1,0.0,11799
5,46,real_student,apathetic_neg,3,1.0,"(0, 3)",3,2.0,11659
5,47,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,12274
5,48,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,12067
5,49,real_student,apathetic_neg,3,1.0,"(0, 3)",3,1.0,12493
6,50,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,15204
6,51,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,14179
6,52,real_student,apathetic_neg,3,1.0,"(0, 3)",3,2.0,15477
6,53,real_student,apathetic_neg,1,0.3333333333333333,"(0, 3)",1,0.0,14397
6,54,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,15229
6,55,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,14791
6,56,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,14651
6,57,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,15268
6,58,real_student,apathetic_neg,3,1.0,"(0, 3)",3,1.0,15060
6,59,real_student,apathetic_neg,0,0.0,"(0, 3)",0,0.0,15701
7,60,real_student,apathetic_neg,2,1.0,"(0, 2)",2,0.0,17976
7,61,real_student,apathetic_neg,0,0.0,"(0, 2)",0,0.0,17174
7,62,real_student,apathetic_neg,2,1.0,"(0, 2)",2,2.0,18528
7,63,real_student,apathetic_neg,0,0.0,"(0, 2)",0,0.0,17392
7,64,real_student,apathetic_neg,0,0.0,"(0, 2)",0,2.0,17746
7,65,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.0,18478
7,66,real_student,apathetic_neg,0,0.0,"(0, 2)",0,2.0,17646
7,67,real_student,apathetic_neg,2,1.0,"(0, 2)",2,0.0,18532
7,68,real_student,apathetic_neg,0,0.0,"(0, 2)",0,2.0,18056
7,69,real_student,apathetic_neg,0,0.0,"(0, 2)",0,1.0,18484
8,70,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.5,20975
8,71,real_student,apathetic_neg,2,1.0,"(0, 2)",2,2.0,20173
8,72,real_student,apathetic_neg,0,0.0,"(0, 2)",0,1.0,21527
8,73,real_student,apathetic_neg,0,0.0,"(0, 2)",0,2.0,20391
8,74,real_student,apathetic_neg,2,1.0,"(0, 2)",2,0.0,20745
8,75,real_student,apathetic_neg,0,0.0,"(0, 2)",0,1.0,21477
8,76,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,20645
8,77,real_student,apathetic_neg,0,0.0,"(0, 2)",0,2.0,21531
8,78,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.5,21055
8,79,real_student,apathetic_neg,2,1.0,"(0, 2)",2,0.0,21483
9,80,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.5,24230
9,81,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,23172
9,82,real_student,apathetic_neg,2,1.0,"(0, 2)",2,1.5,24471
9,83,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,23390
9,84,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.0,24223
9,85,real_student,apathetic_neg,1,0.5,"(0, 2)",1,0.0,23784
9,86,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.5,23644
9,87,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,24262
9,88,real_student,apathetic_neg,1,0.5,"(0, 2)",1,1.0,24053
9,89,real_student,apathetic_neg,1,0.5,"(0, 2)",1,2.0,24552
10,90,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,1.0,26626
10,91,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,1.0,27289
10,92,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,0.5,26933
10,93,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,2.0,26556
10,94,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,1.0,27343
10,95,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,1.0,26982
10,96,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,2.0,27534
10,97,real_student,apathetic_neg,1,0.3333333333333333,"(0, 3)",1,1.0,27260
10,98,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,1.0,27188
10,99,real_student,apathetic_neg,2,0.6666666666666666,"(0, 3)",2,1.5,26220
1,0,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,2.0,439
1,1,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.0,571
1,2,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,2.0,568
1,3,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,2.0,535
1,4,real_student,hallucinating_pos,3,1.0,"(0, 3)",3,2.0,1618
1,5,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,2.5,136
1,6,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.0,1303
1,7,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.0,71
1,8,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,2.5,343
1,9,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.0,290
2,10,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,1.5,2998
2,11,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,3218
2,12,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,3935
2,13,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,0.0,4058
2,14,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,4001
2,15,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,1.0,2851
2,16,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,3759
2,17,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,3053
2,18,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,1.0,3315
2,19,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,1.0,3432
3,20,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.0,6730
3,21,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.0,5973
3,22,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.0,5053
3,23,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.0,6650
3,24,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.0,6183
3,25,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,2.0,5952
3,26,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.0,6260
3,27,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.5,6370
3,28,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.5,6294
3,29,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.5,5864
4,30,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,8552
4,31,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.0,9576
4,32,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,9020
4,33,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.0,9075
4,34,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.0,8775
4,35,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.0,8345
4,36,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.5,8508
4,37,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.5,9382
4,38,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.0,9210
4,39,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.0,8683
5,40,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.5,12201
5,41,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,1.0,11187
5,42,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,12483
5,43,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,11405
5,44,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,12235
5,45,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,0.0,11799
5,46,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,2.0,11659
5,47,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,12274
5,48,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,12067
5,49,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.0,12493
6,50,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,15204
6,51,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,14179
6,52,real_student,hallucinating_pos,3,1.0,"(0, 3)",3,2.0,15477
6,53,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,0.0,14397
6,54,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,15229
6,55,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,14791
6,56,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,14651
6,57,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,15268
6,58,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.0,15060
6,59,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,0.0,15701
7,60,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.0,17976
7,61,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,0.0,17174
7,62,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,2.0,18528
7,63,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,0.0,17392
7,64,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,17746
7,65,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.0,18478
7,66,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,17646
7,67,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,0.0,18532
7,68,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,18056
7,69,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,1.0,18484
8,70,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.5,20975
8,71,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,2.0,20173
8,72,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,1.0,21527
8,73,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,20391
8,74,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,0.0,20745
8,75,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,1.0,21477
8,76,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,20645
8,77,real_student,hallucinating_pos,0,0.0,"(0, 2)",0,2.0,21531
8,78,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.5,21055
8,79,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,0.0,21483
9,80,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.5,24230
9,81,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,23172
9,82,real_student,hallucinating_pos,2,1.0,"(0, 2)",2,1.5,24471
9,83,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,23390
9,84,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.0,24223
9,85,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,0.0,23784
9,86,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.5,23644
9,87,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,24262
9,88,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,1.0,24053
9,89,real_student,hallucinating_pos,1,0.5,"(0, 2)",1,2.0,24552
10,90,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.0,26626
10,91,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,1.0,27289
10,92,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,0.5,26933
10,93,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,2.0,26556
10,94,real_student,hallucinating_pos,0,0.0,"(0, 3)",0,1.0,27343
10,95,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,1.0,26982
10,96,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,2.0,27534
10,97,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,1.0,27260
10,98,real_student,hallucinating_pos,1,0.3333333333333333,"(0, 3)",1,1.0,27188
10,99,real_student,hallucinating_pos,2,0.6666666666666666,"(0, 3)",2,1.5,26220
1,0,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,2.0,439
1,1,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.0,571
1,2,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,2.0,568
1,3,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,2.0,535
1,4,real_student,hallucinating_neg,3,1.0,"(0, 3)",3,2.0,1618
1,5,real_student,hallucinating_neg,2,0.6666666666666666,"(0, 3)",2,2.5,136
1,6,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.0,1303
1,7,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.0,71
1,8,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,2.5,343
1,9,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.0,290
2,10,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,1.5,2998
2,11,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,3218
2,12,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,3935
2,13,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,0.0,4058
2,14,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,4001
2,15,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,1.0,2851
2,16,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,3759
2,17,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,3053
2,18,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,1.0,3315
2,19,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,1.0,3432
3,20,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,6730
3,21,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,5973
3,22,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,5053
3,23,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,6650
3,24,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,6183
3,25,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,5952
3,26,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,6260
3,27,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.5,6370
3,28,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.5,6294
3,29,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.5,5864
4,30,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,8552
4,31,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,9576
4,32,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,9020
4,33,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,9075
4,34,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,8775
4,35,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,8345
4,36,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.5,8508
4,37,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.5,9382
4,38,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,9210
4,39,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,8683
5,40,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.5,12201
5,41,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.0,11187
5,42,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,12483
5,43,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,11405
5,44,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,12235
5,45,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,0.0,11799
5,46,real_student,hallucinating_neg,2,0.6666666666666666,"(0, 3)",2,2.0,11659
5,47,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,12274
5,48,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,12067
5,49,real_student,hallucinating_neg,2,0.6666666666666666,"(0, 3)",2,1.0,12493
6,50,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,15204
6,51,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,14179
6,52,real_student,hallucinating_neg,3,1.0,"(0, 3)",3,2.0,15477
6,53,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,0.0,14397
6,54,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,15229
6,55,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,14791
6,56,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,14651
6,57,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,15268
6,58,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.0,15060
6,59,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.0,15701
7,60,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,17976
7,61,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,0.0,17174
7,62,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,18528
7,63,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,0.0,17392
7,64,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,17746
7,65,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,18478
7,66,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,17646
7,67,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,18532
7,68,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,18056
7,69,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,1.0,18484
8,70,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.5,20975
8,71,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,20173
8,72,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,1.0,21527
8,73,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,20391
8,74,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,20745
8,75,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,1.0,21477
8,76,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,20645
8,77,real_student,hallucinating_neg,0,0.0,"(0, 2)",0,2.0,21531
8,78,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.5,21055
8,79,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,21483
9,80,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.5,24230
9,81,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,23172
9,82,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.5,24471
9,83,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,23390
9,84,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,24223
9,85,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,0.0,23784
9,86,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.5,23644
9,87,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,24262
9,88,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,1.0,24053
9,89,real_student,hallucinating_neg,1,0.5,"(0, 2)",1,2.0,24552
10,90,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.0,26626
10,91,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,1.0,27289
10,92,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,0.5,26933
10,93,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,2.0,26556
10,94,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,1.0,27343
10,95,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,1.0,26982
10,96,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,2.0,27534
10,97,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,1.0,27260
10,98,real_student,hallucinating_neg,0,0.0,"(0, 3)",0,1.0,27188
10,99,real_student,hallucinating_neg,1,0.3333333333333333,"(0, 3)",1,1.5,26220
1,0,real_student,humorous_pos,1,0.3333333333333333,"(0, 3)",1,2.0,439
1,1,real_student,humorous_pos,1,0.3333333333333333,"(0, 3)",1,1.0,571
1,2,real_student,humorous_pos,1,0.3333333333333333,"(0, 3)",1,2.0,568
1,3,real_student,humorous_pos,0,0.0,"(0, 3)",0,2.0,535
1,4,real_student,humorous_pos,3,1.0,"(0, 3)",3,2.0,1618
1,5,real_student,humorous_pos,3,1.0,"(0, 3)",3,2.5,136
1,6,real_student,humorous_pos,1,0.3333333333333333,"(0, 3)",1,1.0,1303
1,7,real_student,humorous_pos,1,0.3333333333333333,"(0, 3)",1,1.0,71
1,8,real_student,humorous_pos,1,0.3333333333333333,"(0, 3)",1,2.5,343
1,9,real_student,humorous_pos,1,0.3333333333333333,"(0, 3)",1,1.0,290
